idPlayer,qtKill,qtAssist,qtDeath,qtHs,qtBombeDefuse,qtBombePlant,qtTk,qtTkAssist,qt1Kill,qt2Kill,qt3Kill,qt4Kill,qt5Kill,qtFirstKill,vlDamage,qtHits,qtShots,qtLastAlive,qtClutchWon,qtRoundsPlayed,qtSurvived,qtTrade,qtFlashAssist,qtHitHeadshot,qtHitChest,qtHitStomach,qtHitLeftAtm,qtHitRightArm,qtHitLeftLeg,qtHitRightLeg,gamesWinned,descMapName_de_ancient,descMapName_de_dust2,descMapName_de_inferno,descMapName_de_mirage,descMapName_de_nuke,descMapName_de_overpass,descMapName_de_train,descMapName_de_vertigo,KDA,hitRate,ADR,HSRate,gamesPlayed,winRate,weightedHitRate,brilliantPerformance,grade
335,614,81,513,292,11,22,0.0,3.0,239,102,44,6,3,75,74457,1448.0,9352,17.0,16,771,235.0,84.0,16.0,352.0,684.0,199.0,26.0,115.0,30.0,42.0,14,0,2,7,15,0,0,3,3,1.354775828460039,0.15483319076133448,96.57198443579766,0.037639007698887936,30,0.4666666666666667,0.20395209580838322,2.625,B
336,1163,187,1051,496,13,52,1.0,6.0,430,227,68,15,2,234,147398,3322.0,22141,38.0,27,1429,348.0,156.0,18.0,583.0,1467.0,637.0,101.0,277.0,130.0,127.0,34,0,5,20,20,4,6,2,1,1.2844909609895339,0.1500383903166072,103.14765570328902,0.02633124068470259,58,0.5862068965517241,0.18433765412582992,2.5560344827586206,B
338,66,10,61,22,0,3,0.0,0.0,21,9,6,2,0,8,8444,200.0,880,4.0,4,83,17.0,7.0,0.0,24.0,78.0,54.0,9.0,21.0,6.0,8.0,1,0,0,1,3,0,0,0,0,1.2459016393442623,0.22727272727272727,101.73493975903614,0.02727272727272727,4,0.25,0.2658409090909091,1.725,D
339,847,227,963,265,29,64,0.0,8.0,431,157,27,5,0,124,116145,3365.0,29642,37.0,20,1413,417.0,173.0,26.0,359.0,1465.0,843.0,123.0,241.0,170.0,164.0,27,0,0,21,4,14,3,8,2,1.115264797507788,0.11352135483435666,82.19745222929936,0.012111193576681735,52,0.5192307692307693,0.1262182038998718,1.5317307692307691,F
340,440,68,319,229,9,46,0.0,4.0,158,79,33,5,1,52,55712,1226.0,9146,20.0,17,509,167.0,58.0,11.0,269.0,551.0,220.0,36.0,80.0,35.0,35.0,14,3,2,4,8,0,0,1,1,1.5924764890282133,0.13404767111305488,109.45383104125737,0.029411764705882353,19,0.7368421052631579,0.17433413514104526,3.1921052631578952,A
341,42,8,57,18,0,4,0.0,0.0,25,7,1,0,0,2,5234,145.0,834,3.0,0,75,19.0,7.0,2.0,27.0,64.0,25.0,4.0,12.0,7.0,6.0,1,0,0,1,2,0,0,0,0,0.8771929824561403,0.17386091127098321,69.78666666666666,0.03237410071942446,3,0.3333333333333333,0.19917266187050361,1.4000000000000001,F
342,2304,372,1973,1089,25,112,1.0,31.0,844,429,149,33,4,271,291879,6805.0,45505,59.0,50,2765,733.0,312.0,51.0,1312.0,3238.0,1235.0,178.0,491.0,167.0,184.0,45,2,29,27,18,11,5,7,1,1.3563101875316776,0.14954400615316998,105.5620253164557,0.028831996483902868,100,0.45,0.18906845401604222,2.8920000000000003,B
343,174,24,120,79,4,15,0.0,2.0,65,32,12,2,0,19,22539,525.0,3898,6.0,5,194,67.0,16.0,4.0,94.0,219.0,99.0,16.0,45.0,26.0,26.0,5,0,1,2,2,1,1,0,0,1.65,0.13468445356593126,116.18041237113403,0.024114930733709596,7,0.7142857142857143,0.16309389430477167,3.007142857142857,A
344,282,70,455,111,1,20,0.0,2.0,165,42,7,3,0,32,39703,1094.0,7686,21.0,8,600,132.0,76.0,4.0,137.0,464.0,253.0,47.0,94.0,52.0,47.0,8,0,5,13,7,0,0,0,0,0.7736263736263737,0.1423367161072079,66.17166666666667,0.017824616185271924,25,0.32,0.16269581056466303,1.1740000000000002,G
345,76,13,80,30,0,1,0.0,1.0,25,13,7,1,0,10,9741,250.0,1842,2.0,2,100,25.0,16.0,2.0,44.0,104.0,55.0,15.0,21.0,4.0,7.0,1,0,1,0,1,1,0,0,0,1.1125,0.13572204125950055,97.41,0.023887079261672096,3,0.3333333333333333,0.1566829533116178,2.916666666666666,C
346,1913,470,1876,726,25,144,1.0,31.0,839,350,99,19,0,258,258232,7369.0,60730,50.0,34,2716,759.0,438.0,120.0,941.0,3379.0,1670.0,233.0,595.0,252.0,299.0,57,0,27,29,16,1,24,2,1,1.2702558635394456,0.1213403589659147,95.0780559646539,0.015494813107195785,100,0.57,0.14005302157088756,2.1205000000000003,C
347,65,5,37,21,1,4,0.0,1.0,21,15,1,2,0,12,7906,214.0,1401,3.0,1,66,26.0,3.0,2.0,24.0,97.0,50.0,9.0,17.0,11.0,6.0,2,1,1,0,1,0,0,0,0,1.8918918918918919,0.15274803711634546,119.78787878787878,0.017130620985010708,3,0.6666666666666666,0.17752319771591724,2.2333333333333334,B
348,2394,426,1902,909,41,67,2.0,17.0,831,454,163,36,4,247,304179,8213.0,57634,71.0,51,2773,788.0,393.0,45.0,1207.0,3738.0,1905.0,203.0,630.0,230.0,300.0,55,3,8,24,27,3,10,8,17,1.4826498422712935,0.14250268938473817,109.693112152903,0.020942499219210882,100,0.55,0.1676494777388347,2.5095,B
349,2183,348,1789,881,51,71,0.0,32.0,862,426,124,23,1,329,278977,5830.0,49512,95.0,71,2713,815.0,244.0,42.0,1060.0,2768.0,1022.0,153.0,437.0,192.0,198.0,48,1,9,22,38,10,7,4,9,1.4147568474007826,0.11774923250929067,102.82970880943604,0.021408951365325578,100,0.48,0.14626454192922927,2.529,B
350,186,41,299,79,3,14,0.0,2.0,78,44,3,0,1,34,25183,617.0,4022,12.0,1,360,51.0,51.0,2.0,90.0,265.0,136.0,25.0,42.0,30.0,29.0,2,0,4,0,7,3,1,1,0,0.7591973244147158,0.15340626553953257,69.95277777777778,0.022376926902038786,16,0.125,0.18366732968672303,1.35625,F
351,2216,355,1942,858,22,137,2.0,27.0,871,400,137,32,1,412,272368,6125.0,44155,42.0,34,2771,773.0,352.0,61.0,1099.0,2892.0,1197.0,150.0,495.0,137.0,155.0,50,6,12,17,45,3,11,2,4,1.32389289392379,0.13871588721549089,98.29231324431613,0.024889593477522363,100,0.5,0.1700514098063639,2.616,B
353,172,34,187,62,3,22,0.0,1.0,70,26,14,2,0,17,22658,567.0,3986,6.0,4,241,49.0,33.0,5.0,82.0,225.0,135.0,15.0,35.0,40.0,35.0,4,0,4,3,2,0,1,0,0,1.1016042780748663,0.14224786753637733,94.01659751037344,0.020572002007024585,10,0.4,0.16163572503763168,1.7549999999999997,E
354,1771,304,1763,751,32,129,1.0,22.0,866,318,71,14,0,179,226651,6092.0,62264,87.0,57,2716,855.0,323.0,70.0,972.0,2742.0,1210.0,191.0,540.0,207.0,230.0,56,0,1,30,33,0,19,12,2,1.1769710720363018,0.0978414493126044,83.45029455081001,0.015610946935628934,97,0.5773195876288659,0.11542400102788128,2.0510309278350514,E
355,197,59,248,70,4,15,0.0,2.0,108,30,8,0,1,24,26998,883.0,5430,3.0,2,353,101.0,37.0,3.0,99.0,387.0,203.0,29.0,85.0,35.0,45.0,8,1,2,4,8,0,0,1,0,1.032258064516129,0.16261510128913445,76.48158640226629,0.018232044198895028,16,0.5,0.17904788213627992,1.19375,F
356,364,75,346,170,9,23,3.0,11.0,122,72,19,9,1,58,50132,1423.0,10823,8.0,7,479,123.0,48.0,19.0,234.0,686.0,246.0,53.0,130.0,39.0,35.0,7,0,0,4,8,0,0,2,4,1.26878612716763,0.13147925713757738,104.65970772442589,0.021620622747851797,18,0.3888888888888889,0.15438418183498107,2.7083333333333335,C
357,2062,381,1887,861,25,110,3.0,22.0,769,391,122,30,5,297,267975,6036.0,58143,98.0,62,2626,616.0,297.0,68.0,1042.0,2798.0,1140.0,187.0,481.0,183.0,205.0,41,2,19,17,34,6,7,3,12,1.2946475887652358,0.10381301274444044,102.04683929931454,0.017921331888619437,100,0.41,0.12728290593880603,2.4745000000000004,C
358,1907,433,1946,740,31,142,2.0,15.0,774,362,93,27,4,267,256463,7092.0,48987,55.0,46,2637,638.0,328.0,47.0,930.0,3352.0,1581.0,206.0,548.0,207.0,268.0,54,0,15,30,24,4,6,10,11,1.2024665981500513,0.14477310306816094,97.25559347743648,0.018984628574928043,100,0.54,0.17006940616898364,2.1149999999999998,C
359,180,39,209,57,5,13,0.0,1.0,79,28,12,2,0,22,23623,717.0,4588,10.0,10,279,59.0,29.0,2.0,78.0,294.0,189.0,33.0,47.0,35.0,41.0,4,0,2,2,4,0,1,0,1,1.0478468899521531,0.15627724498692241,84.67025089605735,0.017000871839581516,10,0.4,0.1724520488230166,1.7399999999999998,E
360,428,91,505,129,6,20,0.0,5.0,196,76,23,2,0,65,57669,1701.0,8890,24.0,11,694,170.0,68.0,8.0,158.0,610.0,496.0,53.0,125.0,130.0,129.0,9,0,5,9,9,0,2,1,3,1.0277227722772277,0.19133858267716536,83.09654178674351,0.01777277840269966,29,0.3103448275862069,0.20721259842519685,1.3810344827586205,F
361,2015,358,2001,1036,34,89,1.0,36.0,856,361,110,24,2,295,262835,6387.0,42702,55.0,47,2758,688.0,343.0,102.0,1309.0,3000.0,945.0,174.0,521.0,170.0,172.0,50,7,9,8,52,8,7,3,6,1.1859070464767616,0.1495714486440916,95.29912980420595,0.0306543019062339,100,0.5,0.18426350053861648,2.8135000000000003,B
362,27,7,38,12,1,2,0.0,1.0,15,6,0,0,0,9,3854,114.0,626,0.0,0,52,14.0,6.0,1.0,17.0,53.0,24.0,5.0,7.0,2.0,6.0,1,0,0,0,0,0,0,2,0,0.8947368421052632,0.18210862619808307,74.11538461538461,0.027156549520766772,2,0.5,0.21033546325878594,1.925,E
363,560,169,771,248,5,36,1.0,8.0,283,89,29,3,0,89,78682,2005.0,19101,31.0,6,970,202.0,129.0,5.0,295.0,885.0,440.0,69.0,153.0,89.0,74.0,19,0,0,5,17,0,2,5,5,0.9455252918287937,0.10496832626564054,81.11546391752577,0.0154442175802314,34,0.5588235294117647,0.125253128108476,1.9823529411764704,E
364,306,83,426,103,9,13,0.0,3.0,156,60,10,0,0,38,43615,1347.0,9839,14.0,6,601,156.0,94.0,5.0,134.0,567.0,342.0,44.0,101.0,73.0,86.0,11,0,1,8,6,3,1,0,4,0.9131455399061033,0.13690415692651692,72.57071547420965,0.013619270251041772,23,0.4782608695652174,0.15079276349222487,1.2347826086956524,F
365,2136,383,2082,1110,26,67,1.0,12.0,784,393,145,26,5,416,277442,6486.0,44648,42.0,44,2722,589.0,376.0,49.0,1365.0,3114.0,994.0,182.0,465.0,166.0,200.0,55,1,16,11,45,12,6,0,9,1.2098943323727185,0.14526966493459953,101.92578986039676,0.030572478050528578,100,0.55,0.18445395090485572,3.131,B
366,146,24,122,55,4,8,0.0,2.0,73,27,5,1,0,14,18629,487.0,3281,9.0,5,193,62.0,18.0,2.0,70.0,182.0,131.0,15.0,34.0,31.0,24.0,5,0,2,1,5,0,0,0,0,1.3934426229508197,0.148430356598598,96.52331606217616,0.021334958854007924,8,0.625,0.17072234074977144,1.80625,C
367,57,14,106,17,1,9,0.0,1.0,29,14,0,0,0,6,7922,239.0,2798,2.0,3,143,33.0,16.0,2.0,21.0,88.0,75.0,7.0,21.0,11.0,16.0,3,0,0,2,4,0,0,1,0,0.6698113207547169,0.0854181558255897,55.3986013986014,0.007505360972122945,7,0.42857142857142855,0.09351679771265191,0.6857142857142858,G
368,892,204,759,420,20,42,0.0,10.0,307,156,62,18,3,155,120004,2848.0,23262,27.0,21,1083,285.0,157.0,32.0,533.0,1371.0,484.0,91.0,231.0,67.0,71.0,26,0,8,11,16,4,1,0,2,1.4440052700922266,0.12243143323875849,110.80701754385964,0.02291290516722552,42,0.6190476190476191,0.1508602011864844,2.905952380952381,B
369,1629,371,2018,715,26,99,0.0,11.0,818,283,70,7,1,208,218950,5462.0,42100,70.0,50,2778,683.0,346.0,58.0,906.0,2630.0,947.0,181.0,456.0,178.0,164.0,42,1,15,17,44,1,0,8,14,0.9910802775024777,0.12973871733966746,78.81569474442044,0.02152019002375297,100,0.42,0.15597363420427557,1.9325,E
370,1993,400,2056,1005,25,82,1.0,29.0,789,363,121,26,2,372,267051,6232.0,48016,50.0,41,2714,612.0,370.0,45.0,1266.0,2901.0,1043.0,153.0,474.0,186.0,209.0,51,1,19,19,42,6,2,6,5,1.163910505836576,0.12979006997667444,98.39756816507001,0.026366211262912363,100,0.51,0.16177878207264249,2.818,C
371,62,13,56,14,0,2,0.0,0.0,20,9,5,1,1,11,7716,168.0,1303,2.0,2,82,24.0,10.0,0.0,17.0,59.0,43.0,5.0,16.0,15.0,13.0,2,0,1,0,1,1,0,0,0,1.3392857142857142,0.1289332310053722,94.09756097560975,0.013046815042210284,3,0.6666666666666666,0.13822716807367613,1.8333333333333337,D
373,702,193,810,295,9,100,0.0,4.0,346,118,33,5,0,85,97613,2787.0,21989,27.0,17,1179,336.0,148.0,26.0,379.0,1283.0,588.0,104.0,248.0,83.0,102.0,25,2,7,12,17,1,4,0,1,1.1049382716049383,0.12674519077720678,82.7930449533503,0.01723589067260903,44,0.5681818181818182,0.14721679021328843,1.8204545454545453,E
374,309,59,386,120,7,21,0.0,2.0,166,52,10,1,1,54,43018,1096.0,10616,9.0,6,524,127.0,49.0,9.0,168.0,533.0,186.0,41.0,97.0,38.0,33.0,10,1,5,6,3,2,1,0,3,0.9533678756476683,0.10324039186134137,82.09541984732824,0.015825169555388093,21,0.47619047619047616,0.1192030896759608,1.6642857142857144,F
375,148,24,125,58,0,7,0.0,1.0,54,32,7,2,0,15,19193,580.0,3952,5.0,5,171,45.0,25.0,2.0,70.0,279.0,111.0,23.0,51.0,25.0,21.0,4,0,1,0,4,1,0,0,1,1.376,0.14676113360323886,112.23976608187135,0.01771255060728745,7,0.5714285714285714,0.1696685222672065,2.2214285714285715,B
376,276,67,325,128,2,19,0.0,4.0,108,54,18,1,0,53,38953,1106.0,7504,9.0,5,436,102.0,60.0,2.0,169.0,447.0,259.0,48.0,94.0,41.0,48.0,8,0,0,3,11,0,0,2,0,1.0553846153846154,0.14738805970149255,89.34174311926606,0.022521321961620468,16,0.5,0.17013059701492542,2.2625,D
377,188,34,232,71,2,29,1.0,1.0,83,37,9,1,0,19,25470,703.0,4332,14.0,13,347,104.0,37.0,2.0,106.0,284.0,168.0,18.0,59.0,29.0,39.0,5,0,0,4,4,2,2,1,0,0.9568965517241379,0.16228070175438597,73.40057636887607,0.024469067405355493,13,0.38461538461538464,0.18154432132963988,1.5076923076923079,F
378,228,58,254,97,6,15,0.0,1.0,106,39,9,4,0,40,31248,875.0,6287,11.0,9,339,74.0,33.0,11.0,124.0,395.0,177.0,28.0,81.0,39.0,31.0,5,0,2,2,6,1,0,1,1,1.125984251968504,0.13917607762048673,92.17699115044248,0.01972323842850326,13,0.38461538461538464,0.1614219818673453,2.223076923076923,D
379,2054,396,1946,759,38,152,4.0,18.0,827,367,138,16,3,237,268936,6570.0,52619,74.0,63,2778,749.0,305.0,71.0,933.0,2948.0,1467.0,194.0,518.0,264.0,246.0,50,0,10,26,34,1,17,6,6,1.2589928057553956,0.12485984150211901,96.80921526277898,0.01773123776582603,100,0.5,0.14758148197419185,2.1755,C
380,208,32,162,101,4,10,0.0,1.0,65,32,19,5,0,24,26026,642.0,3409,5.0,5,219,53.0,27.0,3.0,123.0,279.0,123.0,26.0,43.0,31.0,17.0,2,0,3,2,3,0,0,0,0,1.4814814814814814,0.18832502200058668,118.84018264840182,0.036080962158990905,8,0.25,0.2327720739219713,3.4062500000000004,A
381,1905,366,1961,721,27,116,1.0,7.0,823,338,102,22,2,296,242582,6215.0,36436,44.0,39,2675,670.0,333.0,28.0,911.0,2757.0,1355.0,208.0,554.0,211.0,219.0,48,1,8,19,47,2,10,3,10,1.1580826109127995,0.17057305961137337,90.68485981308412,0.025002744538368645,100,0.48,0.20044022395433087,2.092,D
382,817,160,789,413,14,41,1.0,5.0,325,155,40,14,1,135,109553,2410.0,12693,23.0,16,1124,308.0,126.0,25.0,531.0,1190.0,339.0,69.0,184.0,47.0,50.0,26,1,7,14,13,3,2,1,1,1.238276299112801,0.18986843141889231,97.4670818505338,0.0418340817773576,42,0.6190476190476191,0.24065705506972349,2.6964285714285716,B
383,1365,316,1745,477,23,125,3.0,48.0,705,228,51,12,0,146,180706,5261.0,46093,79.0,36,2471,635.0,294.0,99.0,597.0,2094.0,1434.0,169.0,412.0,280.0,275.0,42,1,14,26,35,8,8,0,8,0.9633237822349571,0.11413880632634023,73.13071630918657,0.01295207515240926,100,0.42,0.12866769357603108,1.3769999999999998,F
384,132,14,127,49,0,4,0.0,0.0,52,25,6,3,0,21,15934,458.0,2524,2.0,1,168,38.0,13.0,0.0,62.0,213.0,111.0,9.0,39.0,9.0,15.0,4,0,1,1,2,0,0,0,2,1.1496062992125984,0.1814580031695721,94.8452380952381,0.02456418383518225,6,0.6666666666666666,0.21526941362916008,2.35,B
385,34,11,55,16,2,2,0.0,1.0,17,7,1,0,0,8,5206,148.0,1142,1.0,1,62,6.0,8.0,0.0,25.0,59.0,33.0,3.0,13.0,6.0,9.0,0,0,0,2,1,0,0,0,0,0.8181818181818182,0.1295971978984238,83.96774193548387,0.021891418563922942,3,0.0,0.14441330998248686,1.5333333333333332,F
386,716,115,590,376,22,55,0.0,5.0,260,141,47,7,1,85,90277,2148.0,12658,19.0,16,860,247.0,99.0,23.0,442.0,1019.0,345.0,63.0,192.0,45.0,42.0,22,0,1,3,23,0,2,0,4,1.4084745762711866,0.16969505451098119,104.97325581395349,0.034918628535313634,33,0.6666666666666666,0.21790804234476222,2.9636363636363634,A
387,1508,292,1802,659,30,141,2.0,37.0,768,270,55,7,1,111,200530,5583.0,43052,88.0,56,2638,759.0,292.0,77.0,843.0,2518.0,1169.0,146.0,456.0,181.0,270.0,39,0,15,22,41,4,1,2,15,0.9988901220865705,0.12968038650933755,76.01592115238817,0.019580971847997772,100,0.39,0.15262055189073676,1.685,F
388,211,53,198,67,4,11,0.0,4.0,89,39,9,4,0,31,29096,656.0,5217,6.0,4,295,90.0,27.0,5.0,82.0,301.0,149.0,17.0,61.0,29.0,17.0,5,0,0,2,5,0,0,2,1,1.3333333333333333,0.1257427640406364,98.63050847457627,0.01571784550507955,10,0.5,0.1466014951121334,2.045,C
389,2588,434,1980,1494,26,105,0.0,42.0,884,453,185,50,8,402,332721,7500.0,51086,62.0,45,2729,663.0,383.0,90.0,1712.0,3430.0,948.0,164.0,597.0,120.0,188.0,62,0,10,1,66,2,0,1,20,1.5262626262626262,0.14681125944485768,121.92048369366069,0.03351211682261285,100,0.62,0.18772266374349142,4.002000000000001,A
390,2119,437,1994,794,36,110,3.0,21.0,848,388,132,23,1,402,287019,8226.0,51825,53.0,46,2720,667.0,357.0,51.0,1088.0,3811.0,1776.0,208.0,721.0,294.0,328.0,55,1,14,30,24,4,11,7,9,1.2818455366098296,0.15872648335745296,105.52169117647058,0.02099372889532079,100,0.55,0.18148943560057887,2.4565,B
391,704,138,538,226,12,24,0.0,0.0,273,136,33,10,2,110,88030,2596.0,15473,22.0,16,836,272.0,91.0,8.0,306.0,1177.0,581.0,75.0,222.0,112.0,123.0,25,0,5,6,17,0,3,2,2,1.5650557620817844,0.16777612615523815,105.29904306220095,0.019776384670070445,35,0.7142857142857143,0.18859691074775417,1.98,B
393,1913,324,1766,689,40,189,0.0,41.0,814,352,105,17,2,208,244958,6521.0,42179,86.0,60,2651,783.0,282.0,96.0,927.0,3315.0,1261.0,200.0,499.0,139.0,180.0,45,1,9,17,28,12,3,2,28,1.266704416761042,0.15460300149363426,92.40211241041116,0.021977761445268973,100,0.45,0.1823047013916878,1.9805000000000001,D
394,690,152,696,221,25,52,2.0,14.0,339,110,39,3,0,83,88684,2183.0,15301,51.0,28,1043,307.0,75.0,32.0,258.0,895.0,630.0,65.0,160.0,100.0,75.0,23,0,4,9,16,2,0,6,4,1.2097701149425288,0.14267041369845107,85.02780441035475,0.01686164302986733,41,0.5609756097560976,0.1669688255669564,1.6341463414634145,E
395,1039,152,1035,493,12,20,0.0,0.0,416,207,54,9,1,196,128982,3025.0,23772,35.0,21,1343,268.0,163.0,7.0,618.0,1439.0,454.0,94.0,283.0,55.0,82.0,29,2,6,14,14,4,7,1,4,1.1507246376811595,0.12725054686185427,96.04020848845867,0.025996971226653204,52,0.5576923076923077,0.1588427561837456,2.6490384615384617,C
396,553,143,557,248,2,23,1.0,9.0,227,102,29,7,1,75,74071,2051.0,20028,15.0,15,741,171.0,83.0,25.0,321.0,1016.0,355.0,63.0,178.0,56.0,62.0,14,0,3,5,16,1,5,0,0,1.2495511669658887,0.10240663071699621,99.9608636977058,0.016027561414020373,30,0.4666666666666667,0.12191631715598164,2.3,C
397,233,44,221,105,4,15,0.0,1.0,114,33,17,0,0,19,29360,793.0,4910,17.0,11,348,108.0,37.0,12.0,132.0,356.0,161.0,21.0,66.0,30.0,27.0,11,0,2,3,4,0,2,1,1,1.253393665158371,0.1615071283095723,84.36781609195403,0.026883910386965377,13,0.8461538461538461,0.19400407331975555,2.1423076923076922,C
398,16,5,37,3,2,5,0.0,0.0,14,1,0,0,0,3,2345,74.0,678,1.0,1,54,16.0,6.0,1.0,6.0,28.0,16.0,4.0,9.0,7.0,4.0,1,0,1,0,1,0,0,0,0,0.5675675675675675,0.10914454277286136,43.425925925925924,0.008849557522123894,2,0.5,0.1057227138643068,0.6250000000000001,G
399,1525,356,1836,445,32,131,0.0,11.0,807,250,56,11,1,154,200460,6067.0,46964,80.0,54,2664,737.0,317.0,51.0,570.0,2490.0,1690.0,223.0,469.0,294.0,331.0,46,0,21,3,39,0,7,16,14,1.0245098039215685,0.12918405587258325,75.24774774774775,0.012136955966272038,100,0.46,0.14270973511625928,1.3005000000000002,F
400,471,99,522,173,11,23,0.0,6.0,227,79,23,4,0,57,61366,1522.0,9626,21.0,15,758,213.0,89.0,11.0,201.0,689.0,361.0,53.0,97.0,62.0,59.0,16,0,0,12,10,0,4,0,1,1.0919540229885059,0.15811344275919384,80.95778364116094,0.020880947434032827,27,0.5925925925925926,0.188613131103262,1.8018518518518518,E
401,968,159,837,484,6,69,4.0,7.0,402,189,49,7,1,151,121931,2854.0,25105,35.0,15,1249,382.0,156.0,15.0,568.0,1336.0,480.0,89.0,218.0,69.0,94.0,37,0,1,5,23,16,4,2,0,1.3464755077658304,0.11368253335988847,97.62289831865492,0.022624975104560845,51,0.7254901960784313,0.14470384385580565,2.5215686274509808,B
402,1567,263,1304,783,25,45,0.0,23.0,595,271,105,21,6,248,202289,5094.0,32839,64.0,29,1838,529.0,235.0,42.0,1024.0,2399.0,896.0,136.0,368.0,132.0,139.0,46,1,12,10,24,4,6,3,7,1.4033742331288344,0.1551204360668717,110.05930359085963,0.03118243551874296,67,0.6865671641791045,0.191885562897774,3.2201492537313436,A
403,1525,396,1787,511,30,84,1.0,14.0,683,293,66,14,0,213,210834,5834.0,43136,66.0,46,2458,613.0,330.0,21.0,661.0,2335.0,1571.0,182.0,475.0,307.0,303.0,41,1,7,24,31,14,12,4,7,1.0749860100727475,0.13524666172106825,85.7746135069162,0.015323627596439168,100,0.41,0.15134643916913948,1.4954999999999998,F
404,297,38,245,140,2,26,1.0,7.0,100,55,18,8,0,19,37425,911.0,9013,13.0,11,348,89.0,40.0,10.0,155.0,409.0,177.0,30.0,72.0,27.0,41.0,6,1,2,3,5,1,1,0,0,1.3673469387755102,0.10107622323310773,107.54310344827586,0.017197381559968934,13,0.46153846153846156,0.1262609563963164,2.7653846153846158,B
405,178,28,194,66,3,27,0.0,5.0,84,33,8,1,0,19,22886,630.0,4963,7.0,5,280,77.0,33.0,7.0,89.0,305.0,128.0,27.0,50.0,11.0,20.0,6,0,1,4,1,0,3,1,1,1.0618556701030928,0.12693935119887165,81.73571428571428,0.017932701994761234,11,0.5454545454545454,0.14820874471086035,1.6545454545454545,E
406,34,11,34,18,1,0,0.0,0.0,14,6,2,0,0,11,4365,105.0,1726,0.0,0,43,9.0,6.0,0.0,19.0,59.0,12.0,3.0,7.0,1.0,4.0,1,0,0,0,2,0,0,0,0,1.3235294117647058,0.060834298957126304,101.51162790697674,0.01100811123986095,2,0.5,0.0801390498261877,2.725,C
407,240,74,533,75,5,23,1.0,2.0,156,29,6,2,0,32,35461,941.0,6762,15.0,10,703,154.0,80.0,5.0,90.0,352.0,276.0,25.0,67.0,63.0,68.0,10,0,3,3,18,0,1,2,0,0.5891181988742964,0.13916001183081927,50.44238975817923,0.013309671694764862,27,0.37037037037037035,0.15349896480331263,0.8222222222222222,G
408,120,45,148,62,3,5,0.0,0.0,68,18,4,1,0,12,18196,498.0,3703,3.0,2,210,57.0,20.0,3.0,81.0,231.0,93.0,21.0,33.0,14.0,25.0,3,0,0,3,3,1,0,0,0,1.114864864864865,0.13448555225492845,86.64761904761905,0.021874156089657034,7,0.42857142857142855,0.15905482041587904,2.1785714285714284,E
409,2188,354,2123,1090,28,64,0.0,6.0,806,412,140,33,1,312,283367,6727.0,38253,47.0,38,2821,617.0,318.0,8.0,1305.0,3321.0,1069.0,159.0,574.0,129.0,170.0,50,1,13,21,37,6,5,5,12,1.197362223268959,0.17585548845842155,100.44913151364764,0.034114971374794134,100,0.5,0.22297231589679245,2.8855,B
410,95,25,110,30,2,17,1.0,4.0,41,21,4,0,0,3,12593,455.0,4215,16.0,8,159,31.0,11.0,5.0,39.0,194.0,106.0,15.0,34.0,30.0,37.0,2,0,2,2,0,1,0,0,1,1.0909090909090908,0.10794780545670225,79.20125786163523,0.009252669039145907,6,0.3333333333333333,0.11567022538552789,1.3583333333333332,F
411,37,3,22,14,1,1,0.0,0.0,12,6,3,1,0,4,4411,101.0,684,1.0,1,39,14.0,2.0,0.0,15.0,42.0,28.0,3.0,7.0,4.0,2.0,1,0,1,0,1,0,0,1,0,1.8181818181818181,0.1476608187134503,113.1025641025641,0.021929824561403508,3,0.3333333333333333,0.18441520467836256,1.3166666666666669,C
412,60,10,79,14,1,6,0.0,1.0,29,8,5,0,0,4,7754,283.0,2282,4.0,3,117,34.0,14.0,0.0,20.0,134.0,59.0,11.0,18.0,21.0,20.0,2,1,0,2,1,0,0,0,0,0.8860759493670886,0.12401402278702892,66.27350427350427,0.008764241893076249,4,0.5,0.1306441717791411,1.05,G
413,234,70,347,78,1,21,0.0,9.0,123,45,7,0,0,26,32300,1002.0,9582,5.0,2,450,99.0,54.0,9.0,95.0,380.0,265.0,34.0,79.0,71.0,78.0,7,1,0,5,6,1,3,0,2,0.8760806916426513,0.10457107075767064,71.77777777777777,0.009914422876226257,18,0.3888888888888889,0.11347422250052182,1.1833333333333333,G
414,65,12,80,16,1,2,0.0,0.0,30,10,5,0,0,7,8330,262.0,1440,4.0,1,102,25.0,12.0,0.0,21.0,60.0,90.0,6.0,20.0,28.0,37.0,1,0,0,0,3,0,1,0,0,0.9625,0.18194444444444444,81.66666666666667,0.014583333333333334,4,0.25,0.1805902777777778,1.2125,F
415,130,25,122,45,3,10,0.0,2.0,55,25,7,1,0,20,16762,379.0,3328,5.0,3,187,58.0,16.0,6.0,58.0,186.0,74.0,8.0,26.0,12.0,15.0,3,0,0,1,3,0,1,2,0,1.2704918032786885,0.11388221153846154,89.63636363636364,0.017427884615384616,7,0.42857142857142855,0.1361298076923077,1.9642857142857142,D
416,2125,393,1891,902,29,131,1.0,27.0,776,395,147,24,3,321,273389,6543.0,50388,43.0,35,2572,646.0,403.0,63.0,1102.0,2815.0,1379.0,177.0,549.0,234.0,287.0,50,0,3,6,68,7,4,3,9,1.3315705975674246,0.12985234579661825,106.2943234836703,0.021870286576168928,100,0.5,0.1566317377153291,2.5725,B
